!SIL	sil
0	l iŋ_2
翁逢龙	w əŋ_1 f əŋ_2 l uŋ_2
翁金河北	w əŋ_1 j in_1 h ə_2 b ei_3
翁金珠	w əŋ_1 j in_1 zh uu_1
翁静晶	w əŋ_1 j iŋ_4 j iŋ_1
翁飞自	w əŋ_1 f ei_1 z iii_4
翁首鸣	w əŋ_1 sh əu_3 m iŋ_2
翂	f ən_1
翂翂翐翐	f ən_1 f ən_1 zh iii_4 zh iii_4
翃	h uŋ_2
翄	ch iii_4
翅	ch iii_4
翅子	ch iii_4 z iii_3
翅室	ch iii_4 sh iii_4
翅展	ch iii_4 zh an_3
翅果	ch iii_4 g uɔ_3
翅果油	ch iii_4 g uɔ_3 y əu_2
翅柄杜鹃	ch iii_4 b iŋ_3 d uu_4 j yu an_1
翅片	ch iii_4 p i an_4
翅痣	ch iii_4 zh iii_4
翅翼	ch iii_4 y ii_4
翅膀	ch iii_4 b aŋ_3
翅鞘	ch iii_4 q i au_4
翆	ts u ei_4
翇	f uu_2
翈	x i a_2
翉	b ən_3
翊	y ii_4
翊东	y ii_4 d uŋ_1
翊凤	y ii_4 f əŋ_4
翊卫	y ii_4 w ei_4
翊吾	y ii_4 w uu_2
翊坤宫	y ii_4 k u ən_1 g uŋ_1
翊恒	y ii_4 h əŋ_2
翊文	y ii_4 w ən_2
翊杰	y ii_4 j ie_2
翊洁	y ii_4 j ie_2
翊纲	y ii_4 g aŋ_1
翊赞	y ii_4 z an_4
翊钧	y ii_4 j yu n_1
翊镠	y ii_4 l i əu_2
翊鹏	y ii_4 p əŋ_2
翋	l a_1
翌	y ii_4
翌伟	y ii_4 w ei_3
翌年	y ii_4 n i an_2
翌日	y ii_4 ʒ iii_4
翌晨	y ii_4 ch ən_2
翌生美	y ii_4 sh əŋ_1 m ei_3
翌臣	y ii_4 ch ən_2
翌鑫	y ii_4 x in_1
翍	p ii_1
翎	l iŋ_2
翎子	l iŋ_2 z iii_0
翎子	l iŋ_2 z iii_3
翎岛	l iŋ_2 d au_3
翎毛	l iŋ_2 m au_2
翎汐	l iŋ_2 x ii_1
翎瑞鸿翔	l iŋ_2 ʒ u ei_4 h uŋ_2 x i aŋ_2
翎管	l iŋ_2 g u an_3
翎羽	l iŋ_2 yu_3
翎羽山庄	l iŋ_2 yu_3 sh an_1 zh u aŋ_1
翎翅	l iŋ_2 ch iii_4
翎霞	l iŋ_2 x i a_2
翏	l uu_4
翐	zh iii_4
翑	yu_4
翓	x ie_2
翔	x i aŋ_2
翔云	x i aŋ_2 yu n_2
翔凤	x i aŋ_2 f əŋ_4
翔凯	x i aŋ_2 k ai_3
翔升	x i aŋ_2 sh əŋ_1
翔华	x i aŋ_2 h u a_2
翔坤	x i aŋ_2 k u ən_1
翔子	x i aŋ_2 z iii_3
翔宇	x i aŋ_2 yu_3
翔安	x i aŋ_2 an_1
翔实	x i aŋ_2 sh iii_2
翔尘	x i aŋ_2 ch ən_2
翔庆	x i aŋ_2 q iŋ_4
翔弘	x i aŋ_2 h uŋ_2
翔智	x i aŋ_2 zh iii_4
翔来	x i aŋ_2 l ai_2
翔柳	x i aŋ_2 l i əu_3
翔泳	x i aŋ_2 y uŋ_3
翔洞	x i aŋ_2 d uŋ_4
翔洲	x i aŋ_2 zh əu_1
翔润	x i aŋ_2 ʒ u ən_4
翔润竹马	x i aŋ_2 ʒ u ən_4 zh uu_2 m a_3
翔炜	x i aŋ_2 w ei_3
翔琳	x i aŋ_2 l in_2
翔田千里	x i aŋ_2 t i an_2 q i an_1 l ii_3
翔盛	x i aŋ_2 sh əŋ_4
翔翊	x i aŋ_2 y ii_4
翔翔	x i aŋ_2 x i aŋ_2
翔联	x i aŋ_2 l i an_2
翔艺	x i aŋ_2 y ii_4
翔达	x i aŋ_2 d a_2
翔迪	x i aŋ_2 d ii_2
翔锐	x i aŋ_2 ʒ u ei_4
翔阳	x i aŋ_2 y aŋ_2
翔集	x i aŋ_2 j ii_2
翔风	x i aŋ_2 f əŋ_1
翔飞	x i aŋ_2 f ei_1
翔鸿	x i aŋ_2 h uŋ_2
翔鹤	x i aŋ_2 h ə_4
翔鹭	x i aŋ_2 l uu_4
翔鹭花城	x i aŋ_2 l uu_4 h u a_1 ch əŋ_2
翔鹰	x i aŋ_2 y iŋ_1
翔龙	x i aŋ_2 l uŋ_2
翔龙湾	x i aŋ_2 l uŋ_2 w an_1
翔龙集团	x i aŋ_2 l uŋ_2 j ii_2 t u an_2
翕	x ii_1
翕侯	x ii_1 h əu_4
翕动	x ii_1 d uŋ_4
翕合	x ii_1 h ə_2
翕如	x ii_1 ʒ uu_2
翕张	x ii_1 zh aŋ_1
翕然	x ii_1 ʒ an_2
翖	x ii_1
翗	k ə_2
翘	q i au_2
翘	q i au_4
翘企	q i au_2 q ii_3
翘关	q i au_4 g u an_1
翘嘴	q i au_4 z u ei_3
翘嘴红鲌	q i au_2 z u ei_3 h uŋ_2 b a_4
翘尾	q i au_4 w ei_3
翘尾因素	q i au_2 w ei_3 y in_1 s uu_4
翘尾巴	q i au_4 w ei_3 b a_0
翘尾巴	q i au_4 w ei_3 b a_1
翘曲	q i au_2 q yu_1
翘望	q i au_2 w aŋ_4
翘板	q i au_4 b an_3
翘棱	q i au_2 l əŋ_1
翘楚	q i au_2 ch uu_3
翘班	q i au_4 b an_1
翘盼	q i au_2 p an_4
翘翘	q i au_4 q i au_4
翘翘板	q i au_4 q i au_4 b an_3
翘臀	q i au_4 t u ən_2
翘舌音	q i au_4 sh ə_2 y in_1
翘袖	q i au_4 x i əu_4
翘角	q i au_4 j i au_3
翘课	q i au_4 k ə_4
翘足	q i au_2 z uu_2
翘足引领	q i au_2 z uu_2 y in_2 l iŋ_3
翘足而待	q i au_2 z uu_2 ər_2 d ai_4
翘辫子	q i au_4 b i an_4 z iii_0
翘首	q i au_2 sh əu_3
翘首	q i au_4 sh əu_3
翘首以待	q i au_2 sh əu_2 y ii_3 d ai_4
翘首以待	q i au_2 sh əu_3 y ii_3 d ai_4
翘首以待	q i au_4 sh əu_2 y ii_3 d ai_4
翘首企足	q i au_2 sh əu_2 q ii_3 z uu_2
翘首引领	q i au_2 sh əu_2 y in_2 l iŋ_3
翙	h u ei_4
翙翙	h u ei_4 h u ei_4
翚	h u ei_1
翚飞	h u ei_1 f ei_1
翛	x i au_1
翛然	x i au_1 ʒ an_2
翛翛	x i au_1 x i au_1
翜	sh a_4
翝	h uŋ_2
翞	j i aŋ_1
翟	d ii_2
翟	zh ai_2
翟万臣	zh ai_2 w an_4 ch ən_2
翟中和	zh ai_2 zh uŋ_1 h ə_2
翟乃社	zh ai_2 n ai_3 sh ə_4
翟伟	zh ai_2 w ei_3
翟俊杰	zh ai_2 j yu n_4 j ie_2
翟凌	zh ai_2 l iŋ_2
翟墨	zh ai_2 m uɔ_4
翟天临	zh ai_2 t i an_1 l in_2
翟姓	zh ai_2 x iŋ_4
翟威廉	zh ai_2 w ei_1 l i an_2
翟孝伟	zh ai_2 x i au_4 w ei_3
翟寇	zh ai_2 k əu_4
翟小兴	zh ai_2 x i au_3 x iŋ_4
翟巍	zh ai_2 w ei_1
翟庄	zh ai_2 zh u aŋ_1
翟店	zh ai_2 d i an_4
翟强	zh ai_2 q i aŋ_2
翟志刚	zh ai_2 zh iii_4 g aŋ_1
翟惠民	zh ai_2 h u ei_4 m in_2
翟振武	zh ai_2 zh ən_4 w uu_3
翟文斌	zh ai_2 w ən_2 b in_1
翟星月	zh ai_2 x iŋ_1 yue_4
翟晓川	zh ai_2 x i au_3 ch u an_1
翟杰	zh ai_2 j ie_2
翟永明	zh ai_2 y uŋ_3 m iŋ_2
翟煦飞	zh ai_2 x yu_4 f ei_1
翟王	zh ai_2 w aŋ_2
翟秋白	zh ai_2 q i əu_1 b ai_2
翟羽佳	zh ai_2 yu_3 j i a_1
翟衣	zh ai_2 y ii_1
翟让	zh ai_2 ʒ aŋ_4
翟车	d ii_2 ch ə_1
翟镇	zh ai_2 zh ən_4
翟鸿燊	zh ai_2 h uŋ_2 sh ən_1
翠	ts u ei_4
翠丝	ts u ei_4 s iii_1
翠丰	ts u ei_4 f əŋ_1
翠丰集团	ts u ei_4 f əŋ_1 j ii_2 t u an_2
翠丽	ts u ei_4 l ii_4
翠之海	ts u ei_4 zh iii_1 h ai_3
翠云	ts u ei_4 yu n_2
翠云山	ts u ei_4 yu n_2 sh an_1
翠云峰	ts u ei_4 yu n_2 f əŋ_1
翠云廊	ts u ei_4 yu n_2 l aŋ_2
翠云草	ts u ei_4 yu n_2 ts au_3
翠亨村	ts u ei_4 h əŋ_1 ts u ən_1
翠亨邨	ts u ei_4 h əŋ_1 ts u ən_1
翠仪	ts u ei_4 y ii_2
翠儿	ts u ei_4 ər_2
翠克	ts u ei_4 k ə_4
翠兰	ts u ei_4 l an_2
翠冠梨	ts u ei_4 g u an_1 l ii_2
翠凤	ts u ei_4 f əŋ_4
翠北小学	ts u ei_4 b ei_3 x i au_3 x yue_2
翠华	ts u ei_4 h u a_2
翠华山	ts u ei_4 h u a_2 sh an_1
翠叶芦荟	ts u ei_4 y ie_4 l uu_2 h u ei_4
翠园	ts u ei_4 yu an_2
翠园东晓	ts u ei_4 yu an_2 d uŋ_1 x i au_3
翠围珠绕	ts u ei_4 w ei_2 zh uu_1 ʒ au_4
翠坪银针茶	ts u ei_4 p iŋ_2 y in_2 zh ən_1 ch a_2
翠城	ts u ei_4 ch əŋ_2
翠堤	ts u ei_4 d ii_1
翠堤春晓	ts u ei_4 d ii_1 ch u ən_1 x i au_3
翠堤锦城	ts u ei_4 d ii_1 j in_3 ch əŋ_2
翠墨	ts u ei_4 m uɔ_4
翠娟	ts u ei_4 j yu an_1
翠娥	ts u ei_4 ə_2
翠娴	ts u ei_4 x i an_2
翠宏山矿	ts u ei_4 h uŋ_2 sh an_1 k u aŋ_4
翠宫饭店	ts u ei_4 g uŋ_1 f an_4 d i an_4
翠屏	ts u ei_4 p iŋ_2
翠屏山	ts u ei_4 p iŋ_2 sh an_1
翠屏湖	ts u ei_4 p iŋ_2 h uu_2
翠屏湾	ts u ei_4 p iŋ_2 w an_1
翠山	ts u ei_4 sh an_1
翠岗红旗	ts u ei_4 g aŋ_3 h uŋ_2 q ii_2
翠岛花城	ts u ei_4 d au_3 h u a_1 ch əŋ_2
翠岩寺	ts u ei_4 y an_2 s iii_4
翠岩山	ts u ei_4 y an_2 sh an_1
翠岩峰	ts u ei_4 y an_2 f əŋ_1
翠峦	ts u ei_4 l u an_2
翠峰	ts u ei_4 f əŋ_1
翠峰山	ts u ei_4 f əŋ_1 sh an_1
翠峰湖	ts u ei_4 f əŋ_1 h uu_2
翠帐	ts u ei_4 zh aŋ_4
翠平	ts u ei_4 p iŋ_2
翠庄	ts u ei_4 zh u aŋ_1
翠微	ts u ei_4 w ei_1
翠微亭	ts u ei_4 w ei_1 t iŋ_2
翠微园	ts u ei_4 w ei_1 yu an_2
翠微大厦	ts u ei_4 w ei_1 d a_4 sh a_4
翠微小学	ts u ei_4 w ei_1 x i au_3 x yue_2
翠微居	ts u ei_4 w ei_1 j yu_1
翠微山	ts u ei_4 w ei_1 sh an_1
翠微峰	ts u ei_4 w ei_1 f əŋ_1
翠微路	ts u ei_4 w ei_1 l uu_4
翠微阁	ts u ei_4 w ei_1 g ə_2
翠怡	ts u ei_4 y ii_2
翠慧	ts u ei_4 h u ei_4
翠星石	ts u ei_4 x iŋ_1 sh iii_2
翠景	ts u ei_4 j iŋ_3
翠月湖	ts u ei_4 yue_4 h uu_2
翠松	ts u ei_4 s uŋ_1
翠林	ts u ei_4 l in_2
翠林邨	ts u ei_4 l in_2 ts u ən_1
翠柏	ts u ei_4 b ai_3
翠柳凤丝	ts u ei_4 l i əu_3 f əŋ_4 s iii_1
翠梅	ts u ei_4 m ei_2
翠梅酸辣鱼	ts u ei_4 m ei_2 s u an_1 l a_4 yu_2
翠楼吟	ts u ei_4 l əu_2 y in_2
翠楼春晓	ts u ei_4 l əu_2 ch u ən_1 x i au_3
翠榴石	ts u ei_4 l i əu_2 sh iii_2
翠江	ts u ei_4 j i aŋ_1
翠河	ts u ei_4 h ə_2
翠洲	ts u ei_4 zh əu_1
翠浓	ts u ei_4 n uŋ_2
翠海	ts u ei_4 h ai_3
翠海明苑	ts u ei_4 h ai_3 m iŋ_2 yu an_4
翠海花园	ts u ei_4 h ai_3 h u a_1 yu an_2
翠消红减	ts u ei_4 x i au_1 h uŋ_2 j i an_3
翠湖	ts u ei_4 h uu_2
翠湖公园	ts u ei_4 h uu_2 g uŋ_1 yu an_2
翠湖寒	ts u ei_4 h uu_2 h an_2
翠湖山庄	ts u ei_4 h uu_2 sh an_1 zh u aŋ_1
翠湖春晓	ts u ei_4 h uu_2 ch u ən_1 x i au_3
翠湖花园	ts u ei_4 h uu_2 h u a_1 yu an_2
翠湾	ts u ei_4 w an_1
翠烟	ts u ei_4 y an_1
翠然	ts u ei_4 ʒ an_2
翠玉	ts u ei_4 yu_4
翠玉白菜	ts u ei_4 yu_4 b ai_2 ts ai_4
翠玉豆糕	ts u ei_4 yu_4 d əu_4 g au_1
翠玲	ts u ei_4 l iŋ_2
翠珊	ts u ei_4 sh an_1
翠珍	ts u ei_4 zh ən_1
翠琳	ts u ei_4 l in_2
翠眉	ts u ei_4 m ei_2
翠碧	ts u ei_4 b ii_4
翠竹	ts u ei_4 zh uu_2
翠竹公园	ts u ei_4 zh uu_2 g uŋ_1 yu an_2
翠竹园	ts u ei_4 zh uu_2 yu an_2
翠竹小学	ts u ei_4 zh uu_2 x i au_3 x yue_2
翠竹山庄	ts u ei_4 zh uu_2 sh an_1 zh u aŋ_1
翠竹粉蒸鮰鱼	ts u ei_4 zh uu_2 f ən_3 zh əŋ_1 h u ei_2 yu_2
翠竹粉蒸鱼	ts u ei_4 zh uu_2 f ən_3 zh əŋ_1 yu_2
翠竹苑	ts u ei_4 zh uu_2 yu an_4
翠竹路	ts u ei_4 zh uu_2 l uu_4
翠竹黄花	ts u ei_4 zh uu_2 h u aŋ_2 h u a_1
翠红乡	ts u ei_4 h uŋ_2 x i aŋ_1
翠绕珠围	ts u ei_4 ʒ au_4 zh uu_1 w ei_2
翠绡	ts u ei_4 x i au_1
翠维	ts u ei_4 w ei_2
翠绸	ts u ei_4 ch əu_2
翠绿	ts u ei_4 l yu_4
翠绿色	ts u ei_4 l yu_4 s ə_4
翠羽	ts u ei_4 yu_3
翠翘	ts u ei_4 q i au_4
翠翠	ts u ei_4 ts u ei_4
翠色欲流	ts u ei_4 s ə_4 yu_4 l i əu_2
翠芬	ts u ei_4 f ən_1
翠花	ts u ei_4 h u a_1
翠芳	ts u ei_4 f aŋ_1
翠苑	ts u ei_4 yu an_4
翠英	ts u ei_4 y iŋ_1
翠苹	ts u ei_4 p iŋ_2
翠茹	ts u ei_4 ʒ uu_2
翠莲	ts u ei_4 l i an_2
翠菊	ts u ei_4 j yu_2
翠萍	ts u ei_4 p iŋ_2
翠薇	ts u ei_4 w ei_1
翠蛾	ts u ei_4 ə_2
翠螺	ts u ei_4 l uɔ_2
翠谷	ts u ei_4 g uu_3
翠釜	ts u ei_4 f uu_3
翠钿	ts u ei_4 d i an_4
翠镍矿	ts u ei_4 n ie_4 k u aŋ_4
翠雀	ts u ei_4 q yue_4
翠霞	ts u ei_4 x i a_2
翠青	ts u ei_4 q iŋ_1
翠青蛇	ts u ei_4 q iŋ_1 sh ə_2
翠饶珠围	ts u ei_4 ʒ au_2 zh uu_1 w ei_2
翠香	ts u ei_4 x i aŋ_1
翠鬟	ts u ei_4 h u an_2
翠鴗科	ts u ei_4 l ii_4 k ə_1
翠鸟	ts u ei_4 n i au_3
翠黄	ts u ei_4 h u aŋ_2
翠黛	ts u ei_4 d ai_4
翡	f ei_3
翡冷翠	f ei_2 l əŋ_3 ts u ei_4
翡冷翠山居闲话	f ei_2 l əŋ_3 ts u ei_4 sh an_1 j yu_1 x i an_2 h u a_4
翡冷翠的一夜	f ei_2 l əŋ_3 ts u ei_4 d ə_0 y ii_2 y ie_4
翡翠	f ei_3 ts u ei_4
翡翠云天	f ei_3 ts u ei_4 yu n_2 t i an_1
翡翠凤凰	f ei_3 ts u ei_4 f əŋ_4 h u aŋ_2
翡翠加工	f ei_3 ts u ei_4 j i a_1 g uŋ_1
翡翠加盟	f ei_3 ts u ei_4 j i a_1 m əŋ_2
翡翠华庭	f ei_3 ts u ei_4 h u a_2 t iŋ_2
翡翠台	f ei_3 ts u ei_4 t ai_2
翡翠吊坠	f ei_3 ts u ei_4 d i au_4 zh u ei_4
翡翠商	f ei_3 ts u ei_4 sh aŋ_1
翡翠城	f ei_3 ts u ei_4 ch əŋ_2
翡翠娃娃	f ei_3 ts u ei_4 w a_2 w a_0
翡翠定制	f ei_3 ts u ei_4 d iŋ_4 zh iii_4
翡翠岛	f ei_3 ts u ei_4 d au_3
翡翠戒指	f ei_3 ts u ei_4 j ie_4 zh iii_3
翡翠手镯	f ei_3 ts u ei_4 sh əu_3 zh uɔ_2
翡翠挂件	f ei_3 ts u ei_4 g u a_4 j i an_4
翡翠控	f ei_3 ts u ei_4 k uŋ_4
翡翠摆件	f ei_3 ts u ei_4 b ai_3 j i an_4
翡翠明珠	f ei_3 ts u ei_4 m iŋ_2 zh uu_1
翡翠景天	f ei_3 ts u ei_4 j iŋ_3 t i an_1
翡翠梦境	f ei_3 ts u ei_4 m əŋ_4 j iŋ_4
翡翠森林	f ei_3 ts u ei_4 s ən_1 l in_2
翡翠森林狼与羊	f ei_3 ts u ei_4 s ən_1 l in_2 l aŋ_2 yu_3 y aŋ_2
翡翠池	f ei_3 ts u ei_4 ch iii_2
翡翠湖	f ei_3 ts u ei_4 h uu_2
翡翠湾	f ei_3 ts u ei_4 w an_1
翡翠烧买	f ei_3 ts u ei_4 sh au_1 m ai_3
翡翠玉	f ei_3 ts u ei_4 yu_4
翡翠玉器	f ei_3 ts u ei_4 yu_4 q ii_4
翡翠王	f ei_3 ts u ei_4 w aŋ_2
翡翠玛瑙	f ei_3 ts u ei_4 m a_3 n au_3
翡翠珠	f ei_3 ts u ei_4 zh uu_1
翡翠珠宝	f ei_3 ts u ei_4 zh uu_1 b au_3
翡翠瑶柱羹	f ei_3 ts u ei_4 y au_2 zh uu_4 g əŋ_1
翡翠白玉	f ei_3 ts u ei_4 b ai_2 yu_4
翡翠知识	f ei_3 ts u ei_4 zh iii_1 sh iii_2
翡翠精品	f ei_3 ts u ei_4 j iŋ_1 p in_3
翡翠绿洲	f ei_3 ts u ei_4 l yu_4 zh əu_1
翡翠花园	f ei_3 ts u ei_4 h u a_1 yu an_2
翡翠谷	f ei_3 ts u ei_4 g uu_3
翡翠贻贝	f ei_3 ts u ei_4 y ii_2 b ei_4
翡翠蹄筋	f ei_3 ts u ei_4 t ii_2 j in_1
翡翠鉴定	f ei_3 ts u ei_4 j i an_4 d iŋ_4
翡翠鉴赏	f ei_3 ts u ei_4 j i an_4 sh aŋ_3
翡翠银耳	f ei_3 ts u ei_4 y in_2 ər_3
翡翠销售	f ei_3 ts u ei_4 x i au_1 sh əu_4
翡翠雕刻	f ei_3 ts u ei_4 d i au_1 k ə_4
翡翠饰品	f ei_3 ts u ei_4 sh iii_4 p in_3
翡翠首饰	f ei_3 ts u ei_4 sh əu_3 sh iii_4
翡翠马	f ei_3 ts u ei_4 m a_3
翡翠鱼	f ei_3 ts u ei_4 yu_2
翡翠鱼珠	f ei_3 ts u ei_4 yu_2 zh uu_1
翡翠鸡翅	f ei_3 ts u ei_4 j ii_1 ch iii_4
翡翠鸳鸯带	f ei_3 ts u ei_4 yu an_1 y aŋ_1 d ai_4
翡翠龙	f ei_3 ts u ei_4 l uŋ_2
翢	zh əu_1
翣	sh a_4
翤	ch iii_4
翥	zh uu_4
翥凤翔鸾	zh uu_4 f əŋ_4 x i aŋ_2 l u an_2
翦	j i an_3
翦伯赞	j i an_3 b uɔ_2 z an_4
翦发	j i an_3 f a_1
翦商	j i an_3 sh aŋ_1
翦翦	j i an_2 j i an_3
翦翦风	j i an_3 j i an_3 f əŋ_1
翦草除根	j i an_2 ts au_3 ch uu_2 g ən_1
翧	x yu an_1
翨	ch iii_4
翩	p i an_1
翩其反矣	p i an_1 q ii_2 f an_2 y ii_3
翩然	p i an_1 ʒ an_2
翩翩	p i an_1 p i an_1
翩翩公子	p i an_1 p i an_1 g uŋ_1 z iii_3
翩翩少年	p i an_1 p i an_1 sh au_4 n i an_2
翩翩年少	p i an_1 p i an_1 n i an_2 sh au_3
翩翩起舞	p i an_1 p i an_1 q ii_2 w uu_3
翩翩起舞	p i an_1 p i an_1 q ii_3 w uu_3
翩翩风度	p i an_1 p i an_1 f əŋ_1 d uu_4
翩翩飞	p i an_1 p i an_1 f ei_1
翩翩飞舞	p i an_1 p i an_1 f ei_1 w uu_3
翩翻	p i an_1 f an_1
翩翾粉翅开	p i an_1 x yu an_1 f ən_3 ch iii_4 k ai_1
翩若惊鸿	p i an_1 ʒ uɔ_4 j iŋ_1 h uŋ_2
翩跹	p i an_1 x i an_1
翩跹起舞	p i an_1 x i an_1 q ii_3 w uu_3
翪	z uŋ_1
翬	h u ei_1
翭	h əu_2
翮	h ə_2
翯	h ə_4
翰	h an_4
翰之	h an_4 zh iii_1
翰仁	h an_4 ʒ ən_2
翰博	h an_4 b uɔ_2
翰园碑林	h an_4 yu an_2 b ei_1 l in_2
翰墨	h an_4 m uɔ_4
翰墨志	h an_4 m uɔ_4 zh iii_4
翰墨斋	h an_4 m uɔ_4 zh ai_1
翰墨苑	h an_4 m uɔ_4 yu an_4
翰奖	h an_4 j i aŋ_3
翰威特	h an_4 w ei_1 t ə_4
翰宇	h an_4 yu_3
翰宝	h an_4 b au_3
翰文	h an_4 w ən_2
翰斯	h an_4 s iii_1
翰智	h an_4 zh iii_4
翰林	h an_4 l in_2
翰林医官	h an_4 l in_2 y ii_1 g u an_1
翰林学士	h an_4 l in_2 x yue_2 sh iii_4
翰林学院	h an_4 l in_2 x yue_2 yu an_4
翰林府	h an_4 l in_2 f uu_3
翰林府第	h an_4 l in_2 f uu_3 d ii_4
翰林汇	h an_4 l in_2 h u ei_4
翰林编修	h an_4 l in_2 b i an_1 x i əu_1
翰林院	h an_4 l in_2 yu an_4
翰江	h an_4 j i aŋ_1
翰海	h an_4 h ai_3
翰涛	h an_4 t au_1
翰渊	h an_4 yu an_1
翰爽	h an_4 sh u aŋ_3
翰爽冰块	h an_4 sh u aŋ_3 b iŋ_1 k u ai_4
翰爽控	h an_4 sh u aŋ_3 k uŋ_4
翰翰	h an_4 h an_4
翰苑群书	h an_4 yu an_4 q yu n_2 sh uu_1
翰苑集	h an_4 yu an_4 j ii_2
翰茂斋	h an_4 m au_4 zh ai_1
翰藻	h an_4 z au_3
翰辰	h an_4 ch ən_2
翰音	h an_4 y in_1
翱	au_2
翱游	au_2 y əu_2
翱翔	au_2 x i aŋ_2
翱翔天际	au_2 x i aŋ_2 t i an_1 j ii_4
翱翔如风	au_2 x i aŋ_2 ʒ uu_2 f əŋ_1
翱翔机	au_2 x i aŋ_2 j ii_1
翱龙	au_2 l uŋ_2
翲	p i au_1
翳	y ii_4
翳明	y ii_4 m iŋ_2
翳桑	y ii_4 s aŋ_1
翳翳	y ii_4 y ii_4
翳障	y ii_4 zh aŋ_4
翳风	y ii_4 f əŋ_1
翳风穴	y ii_4 f əŋ_1 x yue_2
翴	l i an_2
翵	q yu_2
翶	au_2
翷	l in_2
翺	au_2
翻	f an_1
翻一番	f an_1 y ii_4 f an_1
翻两番	f an_1 l i aŋ_3 f an_1
翻个儿	f an_1 g ə_4 ər_2
翻书	f an_1 sh uu_1
翻云	f an_1 yu n_2
翻云覆雨	f an_1 yu n_2 f uu_4 yu_3
翻些	f an_1 x ie_1
翻作	f an_1 z uɔ_4
翻供	f an_1 g uŋ_4
翻修	f an_1 x i əu_1
翻倍	f an_1 b ei_4
翻倒	f an_1 d au_3
翻入	f an_1 ʒ uu_4
翻出	f an_1 ch uu_1
翻到	f an_1 d au_4
翻刻	f an_1 k ə_4
翻动	f an_1 d uŋ_0
翻动	f an_1 d uŋ_4
翻印	f an_1 y in_4
翻卷	f an_1 j yu an_3
翻卷	f an_1 j yu an_4
翻唇弄舌	f an_1 ch u ən_2 n uŋ_4 sh ə_2
翻唱	f an_1 ch aŋ_4
翻唱专辑	f an_1 ch aŋ_4 zh u an_1 j ii_2
翻唱党	f an_1 ch aŋ_4 d aŋ_3
翻唱废柴	f an_1 ch aŋ_4 f ei_4 ch ai_2
翻唱控	f an_1 ch aŋ_4 k uŋ_4
翻唱网	f an_1 ch aŋ_4 w aŋ_3
翻土	f an_1 t uu_3
翻地	f an_1 d ii_4
翻场	f an_1 ch aŋ_3
翻墙	f an_1 q i aŋ_2
翻墙党	f an_1 q i aŋ_2 d aŋ_3
翻墙控	f an_1 q i aŋ_2 k uŋ_4
翻复无常	f an_1 f uu_4 w uu_2 ch aŋ_2
翻天	f an_1 t i an_1
翻天作地	f an_1 t i an_1 z uɔ_4 d ii_4
翻天印	f an_1 t i an_1 y in_4
翻天覆地	f an_1 t i an_1 f uu_4 d ii_4
翻奏	f an_1 z əu_4
翻子拳	f an_1 z iii_3 q yu an_2
翻字典	f an_1 z iii_4 d i an_3
翻完	f an_1 w an_2
翻山	f an_1 sh an_1
翻山越岭	f an_1 sh an_1 yue_4 l iŋ_3
翻工	f an_1 g uŋ_1
翻建	f an_1 j i an_4
翻开	f an_1 k ai_0
翻开	f an_1 k ai_1
翻开书	f an_1 k ai_1 sh uu_1
翻弄	f an_1 n uŋ_4
翻录	f an_1 l uu_4
翻悔	f an_1 h u ei_3
翻成	f an_1 ch əŋ_2
翻手	f an_1 sh əu_3
翻手为云	f an_1 sh əu_3 w ei_2 yu n_2
翻手为云覆手为雨	f an_1 sh əu_3 w ei_2 yu n_2 f uu_4 sh əu_3 w ei_2 yu_3
翻手云覆手雨	f an_1 sh əu_3 yu n_2 f uu_4 sh əu_2 yu_3
翻找	f an_1 zh au_3
翻拍	f an_1 p ai_1
翻掉	f an_1 d i au_4
翻搅	f an_1 j i au_3
翻改	f an_1 g ai_3
翻斗	f an_1 d əu_3
翻斗车	f an_1 d əu_3 ch ə_1
翻斤斗	f an_1 j in_1 d əu_3
翻新	f an_1 x in_1
翻新机	f an_1 x in_1 j ii_1
翻旧帐	f an_1 j i əu_4 zh aŋ_4
翻旧账	f an_1 j i əu_4 zh aŋ_4
翻晒	f an_1 sh ai_4
翻本	f an_1 b ən_3
翻来	f an_1 l ai_2
翻来覆去	f an_1 l ai_2 f uu_4 q yu_4
翻板	f an_1 b an_3
翻查	f an_1 zh a_1
翻案	f an_1 an_4
翻案风	f an_1 an_4 f əŋ_1
翻检	f an_1 j i an_3
翻毛	f an_1 m au_2
翻江	f an_1 j i aŋ_1
翻江倒海	f an_1 j i aŋ_1 d au_2 h ai_3
翻江倒海	f an_1 j i aŋ_1 d au_3 h ai_3
翻江倒海	f an_1 j iŋ_1 d au_2 h ai_3
翻江搅海	f an_1 j i aŋ_1 j i au_2 h ai_3
翻江鼠	f an_1 j i aŋ_1 sh uu_3
翻沉	f an_1 ch ən_2
翻浆	f an_1 j i aŋ_1
翻涌	f an_1 y uŋ_3
翻滚	f an_1 g u ən_3
翻滚吧	f an_1 g u ən_3 b a_0
翻滚吧牛宝宝	f an_1 g u ən_3 b a_0 n i əu_2 b au_3 b au_3
翻滚吧蛋炒饭	f an_1 g u ən_3 b a_0 d an_4 ch au_3 f an_4
翻滚风筝	f an_1 g u ən_3 f əŋ_1 zh əŋ_1
翻炒	f an_1 ch au_3
翻然	f an_1 ʒ an_2
翻然悔悟	f an_1 ʒ an_2 h u ei_3 w uu_4
